,data_point_id,adjudicated,label,original_text
414,414,adjudicated,NP,"EXCEPT FOR THE ABOVE INDEMNIFICATION OBLIGATIONS AND FOR BREACHES OF SECTION 14, NEITHER PARTY SHALL BE LIABLE TO THE OTHER FOR ANY INCIDENTAL, CONSEQUENTIAL, SPECIAL OR PUNITIVE DAMAGES ARISING OUT OF THIS AGREEMENT (INCLUDING, BUT NOT LIMITED TO, LOSS OF PROFITS), WHETHER IN AN ACTION OR ARISING OUT OF BREACH OF CONTRACT, TORT OR ANY OTHER CAUSE OF ACTION EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES."
415,415,adjudicated,MP,"Converge shall pay to VNE a minimum fee of Four and One-Half Million Dollars ($4,500,000) for VNE's provision of the Services during the Initial Term (the ""Initial Term Minimum Fee"")."
416,416,adjudicated,MP,You have no right to sublicense either the Proprietary Marks or the System to anyone else;
417,417,adjudicated,DP,"Kallo shall permit Agent or its  designated Agent(s) to inspect Kallo's books upon Agent's request at Agent's expense during normal business hours  of Kallo. Kallo may directly, or through its Agent at any time during normal business hours, upon no less than 10  business days' notice, and for any reason inspect such records and other financial information relevant to Kallo  Mobile care suite of products as sold by Agent to its end users, solely for the purpose of verifying amounts due  under this Agreement."
418,418,adjudicated,MP,"Supplier shall not charge CUTANEA for time and expenses incurred by Supplier (or its agents and subcontractors) in connection with an Annual Audit. Such inspection shall be undertaken by an independent public accountant or accounting firm appointed by the requesting party and about whom the other party does not express a legitimate concern. For the avoidance of doubt, this restricted annual audit shall not apply to for-cause audits, which may be conducted at any time. Supplier shall use its commercially reasonable efforts to permit CUTANEA to have access to Supplier's (and its agents' and subcontractors') facilities upon reasonable notice, during normal business hours for any reasonable purpose, including compliance with current Good Manufacturing Practices and the Act. Without limiting the generality of the foregoing, but subject to the Quality Agreement, Supplier shall use its commercially reasonable efforts to permit CUTANEA to conduct, once annually during the Term, one quality assurance and Manufacturing costs audit for any reasonable purpose, including access to those portions of Supplier's (and its agent's and subcontractor's) facilities where services are conducted under this Agreement, upon reasonable advance notice and at reasonable times during regular business hours (an ""Annual Audit""). Both parties must also (1) make and keep books, records and accounts, which, in reasonable detail, accurately and fairly reflect the transactions and dispositions of assets of the company, (2) devise and maintain a system of internal accounting controls, and (3) at any time a party so requests in writing, but no more than once a year, grant to the other party commercially reasonable access to said books, records, systems and accounts to verify compliance."
419,419,adjudicated,MP,"Subject to the terms of this Agreement, subject to Manufacturer meeting EMV's requirements for quality, price and lead- time, EMV hereby grants Manufacturer an exclusive, non-transferable, license (without the right to sublicense) under EMV's Proprietary Rights in the Territory, during the term of this Agreement, to copy the EMV firmware as may be provided by EMV from time to time onto Product units in the manufacturing process at each EMV-approved Manufacturer manufacturing facility. Subject to the terms of this Agreement, subject to Manufacturer meeting EMV's requirements for quality, price and lead- time, EMV hereby grants Manufacturer an exclusive, non-transferable, license (without the right to sublicense) under EMV's Proprietary Rights in the Territory, during the term of this Agreement, to use the Specifications solely for the purpose of manufacturing the Products to fulfil Purchase Orders for EMV."
420,420,adjudicated,MP,"The Professional hereby grants to the Company an exclusive license to use her name, likeness, image and personal identification, singly or in any combination, in connection with the production, use, marketing and sale of a ""Kathy Whitworth"" signature line of women's golf clubs (the ""Products""), as described more fully in Section 3 below. The Professional hereby grants to the Company the exclusive and worldwide right to use her name, likeness, image and personal identification, singly or in any combination, during the Term and for a period of six (6) months after the Term as provided in Section 2.8, in the creation of two (2) print advertisements per year and one (1) television advertisement per year (together, the ""Advertisements"") for any golf equipment, along with all rights in any images, videos, advertisement copy or other materials created by the Professional or others. The Professional hereby grants to the Company an exclusive license to use her name, likeness, image and personal identification in the Company's catalog of products. The Professional agrees to use only the golf clubs and golf bags of the Company in any golf event, whether professional or social, during the Term. The Professional hereby grants an exclusive, worldwide license to the Company to use the name, likeness, image and personal identification of the Professional, during the Term and for a period of six (6) months after the Term as provided in Section 2.8, in connection with the creation, manufacture, marketing, sale and promotion of the Products."
421,421,adjudicated,DP,"KI, Inc. and its duly-authorized representatives shall have the right, upon reasonable notice and at reasonable hours of the day, to visit the offices of Diplomat one time each calendar quarter for the purpose of examining said books of account and records, and all other documents and materials in the possession or under the control of Diplomat, with respect to the<omitted>subject matter and terms of this Agreement, and shall have free and full access thereto for said purposes and for the purpose of making extracts therefrom."
422,422,adjudicated,DP,"Subject to the terms and conditions of this Agreement and Scope of Use and only within the Market and Territory, E.piphany grants to HSNS a non-exclusive, non-transferable, non-sublicensable license during the term of this Agreement to install and use the Applications in object code format to develop the Outsourcing Application and Outsourcing Service and to install and use the Application in object code format to develop and provide maintenance and support for the Outsourcing Application to Outsourcing Customers, to demonstrate the Outsourcing Application to potential customers, and to train HSNS personnel on the use, maintenance and support of the Outsourcing Application. E.piphany grants HSNS a non-exclusive, non-transferable, non-sublicensable license to use such Deliverables solely for is internal use consistent with the terms of this Agreement. Subject to the terms of this Agreement and Scope of Use and only within the Market and Territory, E.piphany grants HSNS a nonexclusive, nontransferable, non-sublicensable right to (i) use and combine the Application with the Outsourcing Application and other software products for the purpose of providing, to Outsourcing Customers, the services described in Exhibit B as the Outsourcing Services; and (ii) use the Documentation provided with the Application in support of the Application."
423,423,adjudicated,DP,"In the event of a 'Change of Control' of Company, then if CONSULTANT's services are terminated without cause at any time within a twelve (12) month period following such Change of Control, CONSULTANT shall receive a termination fee equal to twelve (12) months compensation hereunder at the then current monthly rate, including any stock compensation."
